label,area,perimeter,solidity,extent,mean_intensity,max_intensity,min_intensity,eccentricity,major_axis_length,minor_axis_length,orientation,circularity,intensity_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation
56,1262.0,154.46803743153546,0.9293078055964654,0.6566077003121749,57.80427892234548,219.0,4.0,0.8979268540630246,62.53887666128615,27.526155661580706,0.16970848269032263,0.6646483967326366,30.421558177977754,635.6933333333332,0.054072000246583304,0.027252675709613046,0.6590762461003231
57,2262.0,180.06601717798213,0.9796448679081854,0.7222222222222222,88.56498673740053,255.0,16.0,0.6539515828603474,61.80715815296949,46.75936503559131,0.5959060909461532,0.8766756566007895,34.948882381703584,920.4589196550161,0.04541000644986972,0.020484610475799053,0.6213353475781219
58,791.0,113.39696961966999,0.936094674556213,0.6591666666666667,19.59544879898862,91.0,0.0,0.7425043720497971,39.09287309273811,26.186017732088345,0.23181575547131086,0.7730070413815857,14.898414700097332,198.87186629526462,0.11864270380650516,0.05125840172584385,0.5589559771358121
59,561.0,95.76955262170046,0.9257425742574258,0.7622282608695652,40.2602495543672,97.0,5.0,0.6953129422743033,32.06711389136327,23.046862803134335,0.15606336512551952,0.7686308438167572,15.303000507634215,380.5265151515151,0.060803052657800345,0.04283402605264637,0.17675001775558483
60,2881.0,235.33809511662426,0.9455201837873318,0.6884109916367981,53.08781673030198,159.0,2.0,0.9149619330313471,96.43976602899804,38.91731865800198,-0.12502145611841853,0.6536852035131576,21.84592145130662,516.9332855093256,0.053237229721926446,0.023846155148629356,0.4550681200158519
61,1756.0,162.61017305526642,0.9755555555555555,0.7208538587848933,90.01708428246013,255.0,9.0,0.7009433535615192,56.74372096111888,40.47058348935235,0.07594864692852764,0.8345242316451127,48.852548163976316,945.9935217903416,0.0512794241938238,0.021845979965832048,0.8020611555420111
62,1926.0,179.1370849898476,0.9668674698795181,0.6253246753246753,76.1656282450675,255.0,8.0,0.8044082442354277,64.82407750467605,38.51048774546855,0.2142410920216963,0.7542149575543236,39.201387570209995,823.109375,0.054950177023389106,0.02233880651037487,0.733859365851456
63,1137.0,137.1543289325507,0.959493670886076,0.6958384332925337,66.04045734388743,187.0,9.0,0.6536850544136315,45.03771779700845,34.08304541221836,1.3838775375404913,0.7595411181011846,29.151231834502926,687.2056414922658,0.046070518852178693,0.02720639924972894,0.5833082362744404
64,1910.0,165.58073580374355,0.9820051413881749,0.6935366739288308,50.29685863874346,200.0,0.0,0.7134731889501345,59.074783197908836,41.392668584125964,0.7610377861018253,0.8754344137374149,33.74080973303323,554.7413606911447,0.062000986467091374,0.02505422841926605,0.7576626677207261
65,1699.0,160.8528137423857,0.9507554560716285,0.6864646464646464,76.30135373749265,215.0,12.0,0.6400295517330193,53.77960037614358,41.321571711865886,-0.19953004180501563,0.8251747273538691,28.491066171882665,762.8619221411192,0.04996594546496314,0.023412566002333005,0.5218088062428737
